Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
SWE;SWE000007851;;MOD;2023-11-16;2100-12-31;SFC5018;PÅ37;No name;SEJAV;Jävrebodarna;SFC5018;Y;Y;N;N;N;N;;FX;GNS;FPO;;;;;7.20;0.00;1.31;0.00;0.00;73.53;0.00;3;1996-07-08;MFL;;;PA;1982-01-01
SWE;SWE000007852;;MOD;2024-02-14;2100-12-31;SFC5020;SN15;LOVISA;SEPRG;Prästgrundet;SFC5020;Y;Y;N;N;N;Y;265812990;FX;GNS;GNS;;;;;11.10;0.00;11.70;0.00;0.00;257.35;0.00;3;1996-07-22;MFL;;;PA;1996-01-01
SWE;SWE000007866;;CHA;2024-01-08;2100-12-31;SFC5075;HL79;OLIVIA;SEMEN;Mellanfjärden;SFC5075;Y;Y;N;N;N;N;;FX;GNS;NO;;;;;9.15;0.00;4.17;0.00;0.00;169.12;0.00;1;1996-09-24;MFL;;;PA;1996-01-01
SWE;SWE000007881;;MOD;2023-05-18;2100-12-31;SFC5131;FG19;SILVANA;SEFAG;Falkenberg;SFC5131;Y;Y;N;N;N;Y;265045800;FX;FPO;FPO;;;;;6.90;0.00;1.68;0.00;0.00;110.29;0.00;3;1997-01-07;MFL;;;PA;1996-01-01
SWE;SWE000007886;;MOD;2022-11-17;2100-12-31;SFE2781;KA38;STJÄRNFORS AV STURKÖ;SENDA;Sanda;SFE2781;Y;Y;Y;Y;;N;266386000;FX;PS;SB;;;;;13.00;0.00;17.00;0.00;0.00;147.00;0.00;2;2019-02-05;MFL;;;PA;1976-01-01
SWE;SWE000007890;;MOD;2023-02-20;2100-12-31;SFC5155;ÅS2;ANNA-CHARLOTTA;SEAHU;Åhus;SFC5155;Y;Y;N;N;N;N;;FX;FPO;NO;;;;;5.95;0.00;0.55;0.00;0.00;6.62;0.00;3;1997-02-07;MFL;;;PA;1996-01-01
SWE;SWE000007907;;MOD;2024-03-05;2100-12-31;SFC5208;SD7;LENA;SETJA;Tjärnö;SFC5208;Y;Y;N;N;N;N;;FX;DRH;NO;;;;;7.85;0.00;2.80;0.00;0.00;26.47;0.00;3;1997-05-02;MFL;;;PA;1982-01-01
SWE;SWE000007916;;MOD;2020-11-30;2100-12-31;SFC5271;LÅ7;No name;916;;SFC5271;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.87;0.00;0.77;0.00;0.00;36.76;0.00;3;1997-07-01;MFL;;;PA;1990-01-01
SWE;SWE000007923;;MOD;2023-04-06;2100-12-31;SFC5296;FG17;ALVA;SEFAG;Falkenberg;SFC5296;Y;Y;N;N;N;Y;265045140;FX;GTR;GNS;;;;;9.02;0.00;4.03;0.00;0.00;50.00;0.00;3;1997-07-29;MFL;;;PA;1997-01-01
SWE;SWE000007928;;MOD;2019-04-12;2100-12-31;SFC5309;SD105;SYDLAND;713;;SFC5309;Y;Y;N;N;;N;;FX;FPO;LTL;;;;;8.70;0.00;3.71;0.00;0.00;55.15;0.00;3;1997-08-08;MFL;;;PA;1989-01-01
SWE;SWE000007943;;MOD;2024-03-26;2100-12-31;SFC5338;SD727;IDA;SEGUH;Gullnäsholmen;SFC5338;Y;Y;N;N;N;Y;265788780;FX;FPO;LTL;;;;;8.81;0.00;3.26;0.00;0.00;147.10;0.00;3;1997-09-15;MFL;;;PA;1992-01-01
SWE;SWE000007958;;MOD;2022-10-12;2100-12-31;SFC5371;GG656;HELEN;SEBJH;Björholmen;SFC5371;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;5.70;0.00;0.40;0.00;0.00;8.82;0.00;1;1997-11-10;MFL;;;PA;1950-01-01
SWE;SWE000007972;;MOD;2020-05-07;2100-12-31;SFC5394;GG976;SVANFORS;589;;SFC5394;Y;Y;N;N;;Y;265762060;FX;FPO;GND;;;;;10.08;0.00;9.38;0.00;0.00;161.76;0.00;3;1998-01-02;MFL;;;PA;1997-01-01
SWE;SWE000007985;;MOD;2022-09-13;2100-12-31;SFC5442;LL28;CECILIA;SEELO;Ellös;SFC5442;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;8.05;0.00;2.59;0.00;0.00;22.06;0.00;3;1998-03-27;MFL;;;PA;1997-01-01
SWE;SWE000007991;;MOD;2020-11-30;2100-12-31;SFC5463;GE116;No name;779;;SFC5463;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.40;0.00;0.33;0.00;0.00;36.76;0.00;3;1998-04-29;MFL;;;PA;1985-01-01
SWE;SWE000007994;;MOD;2020-05-07;2100-12-31;SFC5475;SG10;VITÖ;370;;SFC5475;Y;Y;N;N;;N;;FX;GNS;LHP;;;;;9.15;0.00;4.82;0.00;0.00;61.05;0.00;3;1998-05-08;MFL;;;PA;1982-01-01
SWE;SWE000007995;;MOD;2022-06-29;2100-12-31;SFC5476;HA12;No name;SESRO;Storön;SFC5476;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.00;0.00;0.47;0.00;0.00;55.16;0.00;3;1998-05-08;MFL;;;PA;1981-01-01
SWE;SWE000008005;;MOD;2023-06-28;2100-12-31;SFC5517;GG767;BÖLJAN;SEROO;Rörö;SFC5517;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;7.70;0.00;2.08;0.00;0.00;106.62;0.00;3;1998-06-12;MFL;;;PA;1993-01-01
SWE;SWE000008016;;MOD;2014-07-01;2100-12-31;SFC5570;SIN7;MARIA;417;;SFC5570;Y;Y;N;;;;;FX;FPO;NO;;;;;6.95;0.00;0.95;0.00;0.00;24.26;0.00;3;1998-08-06;MFL;;;PA;1998-01-01
SWE;SWE000008018;8667335;MOD;2024-02-20;2100-12-31;SJBN;LL110;KLINGERÖ;SEFIT;Fisketången;SJBN;Y;Y;Y;Y;N;Y;266180000;FX;OTB;OTB;;;;;17.65;0.00;106.00;0.00;23.00;410.00;88.00;2;1998-03-24;MFL;;;PA;1998-01-01
SWE;SWE000008026;;MOD;2013-05-21;2100-12-31;SFC5614;LL12;NEPHROPS;720;;SFC5614;Y;Y;N;;;;;FX;FPO;PS;;;;;11.10;0.00;11.70;0.00;0.00;128.00;0.00;3;1998-10-16;MFL;;;PA;1998-01-01
SWE;SWE000008027;7340978;MOD;2022-11-17;2100-12-31;SJWA;GE49;ARCADIA;SEENG;Engesberg;SJWA;Y;Y;Y;Y;;Y;265008000;FX;OTM;NO;;;;;37.24;0.00;399.00;0.00;0.00;749.00;470.00;2;1998-10-26;MFL;;;PA;1974-01-01
SWE;SWE000008030;;MOD;2021-12-15;2100-12-31;SFC5625;VY93;LIZ;SEHEK;Herrvik;SFC5625;Y;Y;N;N;;N;;FX;GTR;GNS;;;;;7.00;0.00;1.98;0.00;0.00;25.74;0.00;1;1998-11-09;MFL;;;PA;1978-01-01
SWE;SWE000008035;;MOD;2024-04-02;2100-12-31;SFC5659;LL1100;RIO;SEKUN;Kungshamn;SFC5659;Y;Y;N;N;N;Y;265699610;FX;OTB;FPO;;;;;10.57;0.00;10.52;0.00;0.00;111.76;0.00;3;1999-01-08;MFL;;;PA;1980-01-01
SWE;SWE000008046;;MOD;2023-02-06;2100-12-31;SFC5679;LL195;BERIT;SEGRD;Grundsund;SFC5679;Y;Y;N;N;N;N;;FX;FPO;LTL;;;;;7.80;0.00;2.76;0.00;0.00;35.29;0.00;1;1999-03-02;MFL;;;PA;1950-01-01
SWE;SWE000008048;;MOD;2021-04-19;2100-12-31;SFC5686;HND21;No name;SEBA2;Barsta;SFC5686;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.10;0.00;0.49;0.00;0.00;36.76;0.00;3;1999-03-18;MFL;;;PA;1993-01-01
SWE;SWE000008050;;MOD;2023-11-16;2100-12-31;SFC5699;HG94;No name;SEVKN;Viken", Höganäs;SFC5699;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;5.20;0.00;0.40;0.00;0.00;18.38;0.00;3;1999-04-08;MFL;;;PA;1975-01-01
SWE;SWE000008056;;MOD;2023-04-01;2100-12-31;SFE5145;GE73;ALMY;SEENG;Engesberg;SFE5145;Y;Y;Y;Y;N;Y;266219000;FX;OTM;OTB;;;;;19.10;0.00;84.00;0.00;0.00;331.00;45.00;2;2022-11-09;MFL;FIN;;PA;1986-01-01
SWE;SWE000008060;;MOD;2021-04-13;2100-12-31;SFC5728;GE82;No name;SEBNN;Bönan;SFC5728;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.10;0.00;0.56;0.00;0.00;36.76;0.00;3;1999-05-03;MFL;;;PA;1997-01-01
SWE;SWE000008061;;MOD;2023-02-10;2100-12-31;SKLI;SG40;MIRACULIX;SENOD;Nogersund;SKLI;Y;Y;Y;Y;N;Y;266052000;FX;OTM;OTB;;;;;18.42;0.00;83.00;0.00;0.00;283.00;0.00;2;1999-04-29;MFL;;;PA;1985-01-01
SWE;SWE000008062;;MOD;2019-01-29;2100-12-31;SFC5737;SD137;MIRA II;596;;SFC5737;Y;Y;N;N;;Y;;FX;FPO;FPO;;;;;11.00;0.00;12.11;0.00;0.00;167.00;0.00;3;1999-05-10;MFL;;;PA;1999-01-01
SWE;SWE000008063;;MOD;2008-05-30;2100-12-31;SFC5543;FG20;SKVALPEVIK;504;;SFC5543;Y;Y;N;;;;;FX;FPO;FPO;;;;;5.53;0.00;0.42;0.00;0.00;18.38;0.00;3;1998-07-07;MFL;;;PA;1998-01-01
SWE;SWE000008067;;MOD;2020-05-07;2100-12-31;SFC5793;LL432;MARITA;662;;SFC5793;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;10.65;0.00;11.59;0.00;0.00;111.76;0.00;3;1999-07-09;MFL;;;PA;1999-01-01
SWE;SWE000008076;;MOD;2022-05-03;2100-12-31;SFC5835;HA74;HARU 1;SENIA;Nikkala;SFC5835;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.10;0.00;0.61;0.00;0.00;44.12;0.00;3;1999-09-16;MFL;;;PA;1999-01-01
SWE;SWE000008096;;MOD;2007-06-15;2100-12-31;SFC5921;GG714;RAMONA;687;;SFC5921;Y;Y;N;;;;;FX;FPO;FPO;;;;;8.81;0.00;3.49;0.00;0.00;96.00;0.00;3;2000-01-26;MFL;;;PA;1999-01-01
SWE;SWE000008104;;MOD;2022-12-06;2100-12-31;SFC5950;HA66;No name;SESON;Sören;SFC5950;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.00;0.00;1.12;0.00;0.00;29.41;0.00;3;2000-03-22;MFL;;;PA;1980-01-01
SWE;SWE000008113;8972326;MOD;2022-11-17;2100-12-31;SKMQ;GG73;INGUN;SEFOT;Fotö;SKMQ;Y;Y;Y;Y;;Y;266066000;FX;OTB;OTB;;;;;23.55;0.00;222.00;0.00;0.00;720.00;365.00;2;2000-05-16;MFL;;;PA;2000-01-01
SWE;SWE000008129;8667323;MOD;2023-12-05;2100-12-31;SLCQ;GG892;STRANNEFJORD;SEBOB;Bohus-Björkö;SLCQ;Y;Y;Y;Y;N;Y;266147000;FX;OTB;OTB;;;;;22.98;0.00;162.00;0.00;0.00;478.00;60.00;2;2000-08-24;MFL;;;PA;2000-01-01
SWE;SWE000008139;;MOD;2020-05-07;2100-12-31;SFC6084;PÅ38;NORDANVIND;908;;SFC6084;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.00;0.00;0.51;0.00;0.00;36.76;0.00;3;2000-08-21;MFL;;;PA;1985-01-01
SWE;SWE000008141;;MOD;2023-11-06;2100-12-31;SFC6108;ON19;EKEN;SESMR;Södra Marsö;SFC6108;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;5.02;0.00;0.87;0.00;0.00;5.88;0.00;3;2000-09-18;MFL;;;PA;1970-01-01
SWE;SWE000008142;;MOD;2020-11-30;2100-12-31;SFC6092;GE1;No name;137;Greece;SFC6092;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;10.40;0.00;8.06;0.00;0.00;154.41;0.00;3;2000-08-30;MFL;;;PA;1987-01-01
SWE;SWE000008144;8967395;MOD;2024-03-21;2100-12-31;SLBQ;GG173;GRACE;SEONN;Önnered;SLBQ;Y;Y;Y;Y;N;Y;266068000;FX;OTB;OTM;;;;;18.49;0.00;113.00;0.00;0.00;480.00;52.00;2;2000-10-09;MFL;;;PA;2000-01-01
SWE;SWE000008155;;MOD;2022-11-17;2100-12-31;SGBI;SD43;HELGOLAND AF GREBBESTAD;SEGRE;Grebbestad;SGBI;Y;Y;Y;Y;;Y;266389000;FX;OTB;TBN;;;;;14.55;0.00;35.00;0.00;0.00;220.00;0.00;1;2000-11-09;MFL;;;PA;1985-01-01
SWE;SWE000008156;;MOD;2009-03-04;2100-12-31;SFC6148;GE64;VINNIE;105;Greece;SFC6148;Y;Y;N;;;;;FX;GNS;FPO;;;;;6.22;0.00;0.86;0.00;0.00;73.53;0.00;2;2000-11-08;MFL;;;PA;2000-01-01
SWE;SWE000008157;;MOD;2013-07-03;2100-12-31;SFC6143;GG35;MARLENE;632;;SFC6143;Y;Y;N;;;;;FX;OTB;LHP;;;;;11.95;0.00;15.89;0.00;0.00;257.42;0.00;3;2000-11-06;MFL;;;PA;2000-01-01
SWE;SWE000008160;8667347;MOD;2024-04-05;2100-12-31;SLVG;GG781;SANDEFJORD;SEFOT;Fotö;SLVG;Y;Y;Y;Y;N;Y;266150000;FX;OTB;OTB;;;;;21.96;0.00;155.00;0.00;0.00;493.00;60.00;2;2000-12-07;MFL;;;PA;2000-01-01
SWE;SWE000008165;;MOD;2024-02-09;2100-12-31;SFC6168;HA70;SANNA;SESRO;Storön;SFC6168;Y;Y;N;N;N;N;265033780;FX;GNS;OTB;;;;;10.50;0.00;7.53;0.00;0.00;136.03;0.00;2;2000-12-18;MFL;;;PA;1984-01-01
SWE;SWE000008167;;MOD;2021-05-11;2100-12-31;SFC6169;HA44;ANNA;SEKAX;Kalix;SFC6169;Y;Y;N;N;;N;;FX;PTB;GNS;;;;;11.95;0.00;10.18;0.00;0.00;154.41;0.00;2;2000-12-18;MFL;;;PA;1995-01-01
SWE;SWE000008173;9222390;MOD;2024-03-07;2100-12-31;SMKD;GG505;LÖVÖN;SERNG;Rönnäng;SMKD;Y;Y;Y;Y;N;Y;265047000;FX;OTM;OTB;;;;;37.30;0.00;484.00;0.00;0.00;1599.00;588.24;2;2000-06-26;MFL;;;PA;2000-01-01
SWE;SWE000008175;;MOD;2020-05-07;2100-12-31;SFC6213;VK8;VINTERLAND;255;Greece;SFC6213;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;5.00;0.00;0.67;0.00;0.00;36.76;0.00;3;2001-02-21;MFL;;;PA;1973-01-01
SWE;SWE000008179;;MOD;2021-10-25;2100-12-31;SFC6265;LL550;BURÖ;SENGR;Norra Grundsund;SFC6265;Y;Y;N;N;;N;;FX;FPO;PS;;;;;11.70;0.00;12.42;0.00;0.00;220.59;0.00;3;2001-05-03;MFL;;;PA;1996-01-01
SWE;SWE000008180;;MOD;2022-12-06;2100-12-31;SFC6233;HA6;No name;SESON;Sören;SFC6233;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.50;0.00;1.11;0.00;0.00;29.41;0.00;3;2001-05-23;MFL;;;PA;2001-01-01
SWE;SWE000008181;;MOD;2024-02-16;2100-12-31;SFC6295;LL325;FYRAN;SEHUN;Hunnebostrand;SFC6295;Y;Y;N;N;N;Y;265037430;FX;FPO;GND;;;;;9.97;0.00;9.53;0.00;0.00;183.82;0.00;3;2001-06-01;MFL;;;PA;1999-01-01
SWE;SWE000008186;;MOD;2022-01-04;2100-12-31;SFC6282;GE45;KNIPAN;SESIV;Sikvik;SFC6282;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;5.60;0.00;1.11;0.00;0.00;36.76;0.00;3;2001-05-17;MFL;;;PA;1980-01-01
SWE;SWE000008189;;MOD;2019-10-22;2100-12-31;SFC6303;VY95;SKANTIC;315;;SFC6303;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;7.98;0.00;2.58;0.00;0.00;22.06;0.00;3;2001-06-06;MFL;;;PA;1974-01-01
SWE;SWE000008192;;MOD;2023-02-22;2100-12-31;SFC6302;GG47;No name;SEROO;Rörö;SFC6302;Y;Y;N;N;N;N;;FX;FPO;NO;;;;;6.20;0.00;2.04;0.00;0.00;63.00;0.00;3;2001-06-06;MFL;;;PA;2001-01-01
SWE;SWE000008194;;MOD;2024-04-19;2100-12-31;SFC6336;TG38;SVALAN;SESMY;Smygehamn;SFC6336;Y;Y;N;N;N;Y;265725520;FX;GNS;LHP;;;;;8.85;0.00;5.10;0.00;0.00;41.18;0.00;3;2001-06-29;MFL;;;PA;2000-01-01
SWE;SWE000008200;;MOD;2024-02-07;2100-12-31;SFC6354;GG536;GLITTHAV;SEVGO;Vrångö;SFC6354;Y;Y;N;N;N;Y;265752900;FX;LHP;FPO;;;;;8.81;0.00;4.86;0.00;0.00;183.87;0.00;3;2001-07-30;MFL;;;PA;1984-01-01
SWE;SWE000008201;;MOD;2022-11-17;2100-12-31;SDLB;GG32;TRISTAN AV RÖRÖ;SEOCO;Öckerö;SDLB;Y;Y;Y;Y;;Y;266388000;FX;OTB;NO;;;;;14.95;0.00;55.00;0.00;0.00;375.00;0.00;2;2001-01-22;MFL;;;PA;2001-01-01
SWE;SWE000008206;;MOD;2023-11-06;2100-12-31;SFC6446;HG117;ANNY;SERAA;Råå;SFC6446;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;10.99;0.00;10.89;0.00;0.00;117.00;0.00;1;2002-01-28;MFL;;;PA;2001-01-01
SWE;SWE000008207;;MOD;2005-02-04;2100-12-31;SFC6451;SD991;TÄRNSKÄR;616;;SFC6451;Y;Y;N;;;;;FX;OTB;OTB;;;;;11.97;0.00;13.85;0.00;0.00;110.00;0.00;2;2002-02-01;MFL;;;PA;1986-01-01
SWE;SWE000008210;;MOD;2021-11-23;2100-12-31;SFC6471;KR99;LOUISE;SEKAH;Källahamn;SFC6471;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.90;0.00;1.79;0.00;0.00;7.35;0.00;1;2002-03-05;MFL;;;PA;1972-01-01
SWE;SWE000008211;;MOD;2014-07-07;2100-12-31;SFC6126;SM13;JERNET;49;;SFC6126;Y;Y;N;;;;;FX;FPO;GNS;;;;;5.05;0.00;1.09;0.00;0.00;44.00;0.00;2;2000-10-10;MFL;;;PA;1987-01-01
SWE;SWE000008215;;MOD;2022-11-27;2100-12-31;SJVC;GG580;MARINA;SEHNO;Hönö;SJVC;Y;Y;Y;Y;;Y;266384000;FX;OTB;NO;;;;;14.99;0.00;50.00;0.00;0.00;346.00;0.00;2;1999-05-04;MFL;;;PA;1999-01-01
SWE;SWE000008219;;MOD;2024-04-17;2100-12-31;SFC6559;GG41;SKALMAN;SEVGO;Vrångö;SFC6559;Y;Y;N;N;N;Y;265799080;FX;FPO;FPO;;;;;10.35;0.00;10.84;0.00;0.00;294.12;0.00;3;2002-06-05;MFL;;;PA;2002-01-01
SWE;SWE000008220;;MOD;2023-11-06;2100-12-31;SFC6592;KR49;No name;SEKAH;Källahamn;SFC6592;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;5.54;0.00;1.15;0.00;0.00;36.76;0.00;3;2002-07-02;MFL;;;PA;1985-01-01
SWE;SWE000008227;;MOD;2013-05-03;2100-12-31;SFC6627;GG121;BIRGIT;689;;SFC6627;Y;Y;N;;;;;FX;FPO;GND;;;;;7.47;0.00;2.88;0.00;0.00;162.00;0.00;3;2002-08-21;MFL;;;PA;2001-01-01
SWE;SWE000008230;;MOD;2024-01-18;2100-12-31;SFC6620;HA31;No name;SEBAT;Båtskärsnäs;SFC6620;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;6.00;0.00;1.33;0.00;0.00;44.12;0.00;3;2002-08-14;MFL;;;PA;1985-01-01
SWE;SWE000008253;;MOD;2020-05-07;2100-12-31;SFC6690;SM90;TÄRNAN;61;;SFC6690;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;7.50;0.00;3.04;0.00;0.00;232.00;0.00;3;2002-12-02;MFL;;;PA;2002-01-01
SWE;SWE000008254;;MOD;2023-10-04;2100-12-31;SFC6735;GE120;No name;SEGVX;Gävle;SFC6735;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;5.36;0.00;1.09;0.00;0.00;22.71;0.00;3;2003-02-19;MFL;;;PA;1977-01-01
SWE;SWE000008256;;MOD;2019-02-13;2100-12-31;SFC6725;UÅ6;KARIN SJU;882;;SFC6725;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.05;0.00;0.79;0.00;0.00;29.41;0.00;3;2003-02-06;MFL;;;PA;1989-01-01
SWE;SWE000008261;;MOD;2020-05-07;2100-12-31;SFC6759;KA187;IDA;346;;SFC6759;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.43;0.00;2.42;0.00;0.00;18.38;0.00;3;2003-03-14;MFL;;;PA;2003-01-01
SWE;SWE000008269;;MOD;2024-03-07;2100-12-31;SFC6849;LA338;ÄRAN;SEBAC;Bäckviken;SFC6849;Y;Y;N;N;N;N;;FX;GNS;FPO;;;;;9.27;0.00;5.40;0.00;0.00;97.79;0.00;3;2003-06-04;MFL;;;PA;1988-01-01
SWE;SWE000008270;;MOD;2020-11-30;2100-12-31;SFC6836;HL19;No name;772;;SFC6836;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.10;0.00;1.26;0.00;0.00;29.41;0.00;3;2003-05-21;MFL;;;PA;1978-01-01
SWE;SWE000008271;;MOD;2022-01-04;2100-12-31;SFC6843;GE46;SVÄRTAN;SESIV;Sikvik;SFC6843;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;6.00;0.00;0.77;0.00;0.00;36.00;0.00;3;2003-05-23;MFL;;;PA;2001-01-01
SWE;SWE000008278;;MOD;2020-11-30;2100-12-31;SFC6878;UÅ71;No name;48;;SFC6878;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.36;0.00;1.41;0.00;0.00;22.06;0.00;3;2003-06-26;MFL;;;PA;1975-01-01
SWE;SWE000008285;;MOD;2020-11-30;2100-12-31;SFC6908;GE29;No name;777;;SFC6908;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.30;0.00;1.11;0.00;0.00;22.06;0.00;3;2003-07-21;MFL;;;PA;1992-01-01
SWE;SWE000008301;;MOD;2024-04-25;2100-12-31;SFC6970;GG70;MARIE;SEROO;Rörö;SFC6970;Y;Y;N;N;N;Y;265536090;FX;TBN;PS;;;;;11.99;0.00;32.00;0.00;0.00;294.12;0.00;3;2003-11-04;MFL;;;PA;2003-01-01
SWE;SWE000008302;;MOD;2023-06-15;2100-12-31;SFC6968;YD1;ÖRNVIK;SEABB;Abbekås;SFC6968;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;5.30;0.00;1.09;0.00;0.00;14.71;0.00;3;2003-10-22;MFL;;;PA;1979-01-01
SWE;SWE000008305;;MOD;2022-05-13;2100-12-31;SFC6984;LL5;ÅSA;SESTE;Stenungsund;SFC6984;Y;Y;N;N;;N;;FX;FPO;GND;;;;;5.60;0.00;0.85;0.00;0.00;26.47;0.00;3;2003-11-28;MFL;;;PA;2003-01-01
SWE;SWE000008307;;MOD;2023-03-09;2100-12-31;SFC6994;GG773;SIGNORA;SEFOT;Fotö;SFC6994;Y;Y;N;N;N;Y;265586020;FX;OTB;TBN;;;;;11.99;0.00;32.00;0.00;0.00;294.12;22.06;3;2003-12-16;MFL;;;PA;2003-01-01
SWE;SWE000008314;;MOD;2020-11-30;2100-12-31;SFC7009;HL17;No name;801;;SFC7009;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.10;0.00;1.34;0.00;0.00;18.38;0.00;3;2004-01-22;MFL;;;PA;1995-01-01
SWE;SWE000008326;;MOD;2022-05-30;2100-12-31;SFC7071;LL38;KARIN;SEKAR;Käringön;SFC7071;Y;Y;N;N;;N;;FX;FPO;LTL;;;;;8.80;0.00;5.83;0.00;0.00;22.00;0.00;3;2004-04-22;MFL;;;PA;1970-01-01
SWE;SWE000008327;;MOD;2020-03-31;2100-12-31;SCFD;SD475;NIPPON;711;;SCFD;Y;Y;Y;Y;;Y;266378000;FX;OTB;OTB;;;;;12.35;0.00;19.00;0.00;0.00;165.00;0.00;1;2004-05-06;MFL;;;PA;1932-01-01
SWE;SWE000008408;;MOD;2022-11-17;2100-12-31;SIJU;VY23;SEILAND;SESLI;Slite;SIJU;Y;Y;Y;Y;;Y;265018000;FX;OTM;GNS;;;;;18.38;0.00;56.00;0.00;0.00;269.00;0.00;2;1995-07-13;MFL;;;PA;1989-01-01
SWE;SWE000008441;;MOD;2020-11-30;2100-12-31;SFC7164;UÅ58;No name;68;;SFC7164;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.40;0.00;0.37;0.00;0.00;18.38;0.00;3;2004-06-24;MFL;;;AC;2004-01-01
SWE;SWE000008449;;MOD;2020-06-05;2100-12-31;SFC7181;GE62;KAVERIS;795;;SFC7181;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;10.50;0.00;3.26;0.00;0.00;152.00;0.00;3;2004-07-07;MFL;;;PA;2003-01-01
SWE;SWE000008451;;MOD;2024-04-29;2100-12-31;SFC7247;SM41;SERENA;SEHER;Herräng;SFC7247;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;9.50;0.00;4.61;0.00;0.00;88.00;0.00;3;2004-09-28;MFL;;;PA;1993-01-01
SWE;SWE000008454;;MOD;2022-09-12;2100-12-31;SFC7241;SD199;KLIJONI;SENOK;Nord-Koster;SFC7241;Y;Y;N;N;;Y;265737300;FX;FPO;LTL;;;;;9.90;0.00;6.04;0.00;0.00;152.00;0.00;2;2004-09-14;MFL;;;PA;2004-01-01
SWE;SWE000008455;;MOD;2024-04-26;2100-12-31;SFC7220;PÅ6;No name;SEPIT;Piteå;SFC7220;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;7.02;0.00;1.92;0.00;0.00;44.13;0.00;3;2004-08-18;MFL;;;PA;2004-01-01
SWE;SWE000008459;;MOD;2024-02-26;2100-12-31;SFC7259;GG103;KÄRINGA;SEFOT;Fotö;SFC7259;Y;Y;N;N;N;N;;FX;FPO;LHP;;;;;9.50;0.00;4.31;0.00;0.00;110.29;0.00;3;2004-10-25;MFL;;;PA;1986-01-01
SWE;SWE000008462;;MOD;2023-10-27;2100-12-31;SFC7281;GG146;SOLVÅG;SERNG;Rönnäng;SFC7281;Y;Y;N;N;N;Y;265674430;FX;GTR;FPO;;;;;10.50;0.00;13.63;0.00;0.00;163.00;0.00;2;2004-11-12;MFL;;;PA;2004-01-01
SWE;SWE000008473;;MOD;2022-05-12;2100-12-31;SFC7299;GG115;MIDVÅG;SESKM;Skärhamn;SFC7299;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;8.40;0.00;2.93;0.00;0.00;99.26;0.00;3;2004-12-29;MFL;;;PA;1991-01-01
SWE;SWE000008475;;MOD;2023-04-13;2100-12-31;SFC7315;GG27;RAMNÖ;SEFIS;Fiskebäck;SFC7315;Y;Y;N;N;N;N;;FX;FPO;GND;;;;;5.20;0.00;0.97;0.00;0.00;29.00;0.00;3;2005-02-03;MFL;;;PA;1986-01-01
